group,label,precision,operation,domain,domain_role,samples,primary_competitor,primary_competitor_supported,fltx_worst_bits,fltx_mean_bits,fltx_domain_score,fltx_inf_nan_correct,competitor_worst_bits,competitor_mean_bits,competitor_domain_score,competitor_inf_nan_correct,precision_gap_bits,domain_gap_pp,fltx_ns_iter,competitor_ns_iter,speed_ratio,preferred_reference,preferred_mean_gap_bits,preferred_worst_gap_bits,preferred_domain_gap_pp,preferred_speed_ratio,qdpp (qd_real)_supported,qdpp (qd_real)_worst_bits,qdpp (qd_real)_mean_bits,qdpp (qd_real)_domain_score,qdpp (qd_real)_inf_nan_correct,qdpp (qd_real)_gap_bits,qdpp (qd_real)_domain_gap_pp,qdpp (qd_real)_ns_iter,qdpp (qd_real)_speed_ratio
Logarithms,log,f256,log,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.657,218.102,100,Yes,213.896,216.248,100,Yes,0.761088,0,1464.29,2437.2,1.66443,boost::multiprecision::mpfr_float_backend<64>,1.85332,0.761088,0,1.66443,yes,215.197,219.828,77.7712,No,-0.539934,22.2288,6318.03,4.31475
Logarithms,log2,f256,log2,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.675,217.825,100,Yes,213.894,216.083,100,Yes,0.781113,0,1497.47,2612.46,1.74458,boost::multiprecision::mpfr_float_backend<64>,1.7421,0.781113,0,1.74458,no,-,-,-,-,-,-,-,-
Logarithms,log10,f256,log10,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.382,217.74,100,Yes,214.17,216.072,100,Yes,0.212571,0,2582.6,4658.62,1.80385,boost::multiprecision::mpfr_float_backend<64>,1.66764,0.212571,0,1.80385,yes,214.254,216.666,77.7774,No,0.128426,22.2226,6740.82,2.61008
Logarithms,log1p,f256,log1p,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.691,218.274,100,Yes,213.569,216.674,100,Yes,1.12244,0,1491.25,2487.78,1.66825,boost::multiprecision::mpfr_float_backend<64>,1.59997,1.12244,0,1.66825,yes,6.56927,217.398,80.5362,No,208.122,19.4638,6243.76,4.18692
Trigonometric,sin,f256,sin,primary,primary,216,boost::multiprecision::mpfr_float_backend<64>,yes,202.41,205.485,96.4279,Yes,199,207.158,95.5326,Yes,3.40944,0.895334,822.852,1807.99,2.19722,boost::multiprecision::mpfr_float_backend<64>,-1.67338,3.40944,0.895334,2.19722,yes,200.018,205.278,77.6214,No,2.39181,18.8065,1856.85,2.25661
Trigonometric,cos,f256,cos,primary,primary,216,boost::multiprecision::mpfr_float_backend<64>,yes,202.41,205.438,96.5251,Yes,199,207.026,95.6116,Yes,3.40947,0.913512,833.277,1344.14,1.61308,boost::multiprecision::mpfr_float_backend<64>,-1.58728,3.40947,0.913512,1.61308,yes,200.607,205.235,77.6716,Yes,1.80272,18.8536,1828.59,2.19445
Trigonometric,tan,f256,tan,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,195.789,203.071,92.6456,Yes,192.282,203.844,94.6663,Yes,3.50706,-2.02071,1077.31,2187.35,2.03037,boost::multiprecision::mpfr_float_backend<64>,-0.773578,3.50706,-2.02071,2.03037,yes,195.18,202.95,77.0199,No,0.609093,15.6257,2246.67,2.08544
Trigonometric,asin,f256,asin,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.746,219.444,100,Yes,212.317,216.908,100,Yes,2.42929,0,1301.77,6149.9,4.72425,boost::multiprecision::mpfr_float_backend<64>,2.53588,2.42929,0,4.72425,yes,213.543,217.789,100,No,1.20299,0,8328.45,6.39777
Trigonometric,acos,f256,acos,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,215.198,218.735,100,Yes,213.02,216.266,100,Yes,2.17742,0,1308.33,6360.28,4.86136,boost::multiprecision::mpfr_float_backend<64>,2.46878,2.17742,0,4.86136,yes,214.422,217.712,100,No,0.775937,0,8360.74,6.39037
Trigonometric,atan,f256,atan,primary,primary,213,boost::multiprecision::mpfr_float_backend<64>,yes,215.393,240.077,100,Yes,214.518,236.837,100,Yes,0.875001,0,853.106,2109.95,2.47326,boost::multiprecision::mpfr_float_backend<64>,3.23991,0.875001,0,2.47326,yes,213.926,239.232,40.177,No,1.46775,59.823,6224.31,7.29605
Trigonometric,atan2,f256,atan2,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.816,225.565,96.9188,Yes,214.039,222.867,100,Yes,0.7769,-3.08122,1019.27,4855.13,4.76332,boost::multiprecision::mpfr_float_backend<64>,2.69753,0.7769,-3.08122,4.76332,yes,213.323,224.322,27.0433,No,1.49346,69.8754,6249.69,6.13151
Hyperbolic,sinh,f256,sinh,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.014,217.711,100,Yes,208.974,214.922,100,Yes,5.04057,0,1146.17,2189.23,1.91004,boost::multiprecision::mpfr_float_backend<64>,2.78883,5.04057,0,1.91004,yes,213.971,217.69,100,No,0.0431231,0,2598.31,2.26695
Hyperbolic,cosh,f256,cosh,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,213.938,217.603,100,Yes,208.972,214.263,100,Yes,4.96552,0,1186,2192.63,1.84876,boost::multiprecision::mpfr_float_backend<64>,3.34028,4.96552,0,1.84876,yes,213.938,217.468,100,No,0,0,2597.37,2.19003
Hyperbolic,tanh,f256,tanh,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,216.111,226.369,100,Yes,214.65,217.494,100,Yes,1.46088,0,1147.31,2241.88,1.95403,boost::multiprecision::mpfr_float_backend<64>,8.87511,1.46088,0,1.95403,yes,214.858,226.069,100,No,1.25284,0,2381.81,2.07599
Inverse hyperbolic,asinh,f256,asinh,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.873,225.338,100,Yes,213.826,223.597,100,Yes,1.04613,0,1836.95,5746.72,3.1284,boost::multiprecision::mpfr_float_backend<64>,1.7409,1.04613,0,3.1284,yes,6.56927,224.024,39.4975,No,208.303,60.5025,7085.69,3.85731
Inverse hyperbolic,acosh,f256,acosh,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.473,221.261,100,Yes,185.812,214.113,100,Yes,28.6611,0,1734.96,4897.4,2.82277,boost::multiprecision::mpfr_float_backend<64>,7.1472,28.6611,0,2.82277,yes,6.56927,220.23,13.7858,No,207.904,86.2142,6616.72,3.81375
Inverse hyperbolic,atanh,f256,atanh,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.905,228.585,100,Yes,166.255,221.483,100,Yes,48.6499,0,1588.24,2913.9,1.83467,boost::multiprecision::mpfr_float_backend<64>,7.10241,48.6499,0,1.83467,yes,7.56927,226.825,80.6572,No,207.335,19.3428,6209.26,3.90952
Special functions,erfc,f256,erfc,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,197.073,214.886,96.5522,Yes,214.05,223.286,100,Yes,-16.9761,-3.4478,9565.69,25269.4,2.64166,boost::multiprecision::mpfr_float_backend<64>,-8.4001,-16.9761,-3.4478,2.64166,no,-,-,-,-,-,-,-,-
Special functions,erf,f256,erf,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,197.064,211.674,96.429,Yes,214.438,217.386,100,Yes,-17.3736,-3.57096,9457.05,15906.4,1.68196,boost::multiprecision::mpfr_float_backend<64>,-5.71199,-17.3736,-3.57096,1.68196,no,-,-,-,-,-,-,-,-
Special functions,tgamma,f256,tgamma,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,202.591,209.198,96.2373,Yes,207.172,213.035,100,Yes,-4.58062,-3.76268,7620.08,14973.2,1.96497,boost::multiprecision::mpfr_float_backend<64>,-3.83735,-4.58062,-3.76268,1.96497,no,-,-,-,-,-,-,-,-
Special functions,lgamma,f256,lgamma,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,202.629,212.674,45.6971,Yes,213.029,215.868,46.0069,Yes,-10.3997,-0.309828,6785.33,23804.7,3.50826,boost::multiprecision::mpfr_float_backend<64>,-3.1937,-10.3997,-0.309828,3.50826,no,-,-,-,-,-,-,-,-
Comparisons,operator==,f256,operator==,primary,primary,212,boost::multiprecision::mpfr_float_backend<64>,yes,320,320,100,Yes,320,320,100,Yes,0,0,2.12361,3.30812,1.55778,qdpp (qd_real),0,0,0,1.00129,yes,320,320,100,Yes,0,0,2.12635,1.00129
Comparisons,operator!=,f256,operator!=,primary,primary,212,boost::multiprecision::mpfr_float_backend<64>,yes,320,320,100,Yes,320,320,100,Yes,0,0,2.10223,3.26386,1.55257,qdpp (qd_real),0,0,0,1.00556,yes,320,320,100,Yes,0,0,2.11392,1.00556
Comparisons,operator<,f256,operator<,primary,primary,212,boost::multiprecision::mpfr_float_backend<64>,yes,320,320,100,Yes,320,320,100,Yes,0,0,2.12809,2.59553,1.21965,qdpp (qd_real),0,0,0,1.00713,yes,320,320,100,Yes,0,0,2.14325,1.00713
Comparisons,operator>,f256,operator>,primary,primary,212,boost::multiprecision::mpfr_float_backend<64>,yes,320,320,100,Yes,320,320,100,Yes,0,0,2.14549,2.50005,1.16526,qdpp (qd_real),0,0,0,0.995712,yes,320,320,100,Yes,0,0,2.13629,0.995712
Comparisons,operator<=,f256,operator<=,primary,primary,212,boost::multiprecision::mpfr_float_backend<64>,yes,320,320,100,Yes,320,320,100,Yes,0,0,2.14127,2.58931,1.20924,qdpp (qd_real),0,0,0,1.00581,yes,320,320,100,Yes,0,0,2.1537,1.00581
Comparisons,operator>=,f256,operator>=,primary,primary,212,boost::multiprecision::mpfr_float_backend<64>,yes,320,320,100,Yes,320,320,100,Yes,0,0,2.17806,2.5821,1.1855,qdpp (qd_real),0,0,0,0.987329,yes,320,320,100,Yes,0,0,2.15047,0.987329
